Non ancora.	Not yet.	general
Non c'è problema.	No problem.	general
Non capisco.	I don't understand.	general
Non ce la faccio.	I can't manage.	general
Non ci credo.	I can't believe it.	general
Non devo...	I don't have to...	general
Non fa niente.	It's okay/never mind.	general
Non ho capito.	I didn't get it.	general
Non ho voglia.	I don't feel like it.	general
Non importa.	It doesn't matter.	general
Non lo so ancora.	I don't know yet.	general
Non lo so.	I don't know.	general
Non mi convince.	I'm not convinced.	general
Non mi piace...	I don't like...	general
Non mi va di...	I don't feel like (doing)...	general
Non mi va.	I don't feel like it.	general
Non più.	Not anymore.	general
Non proprio.	Not really.	general
Non sono d'accordo.	I disagree.	general
Non sono pronto/a.	I'm not ready.	general
Non sono sicuro/a.	I'm not sure.	general
Non va bene.	It's not okay.	general
Non è chiaro.	It's not clear.	general
Non è colpa tua.	It's not your fault.	general
Non è così importante.	It's not that important.	general
Non è possibile.	It's not possible.	general
Oggi non è giornata.	Today is not my day.	general
Oggi è una buona giornata.	Today is a good day.	general
Ogni giorno...	Every day...	general
Ogni tanto.	Every now and then.	general
Parliamo di...	Let's talk about...	general
Passiamo a...	Let's move on to...	general
Penso che...	I think that...	general
Penso di...	I think about/plan to...	general
Per esempio...	For example...	general
Per il momento.	For the moment.	general
Per ora va bene.	For now it's fine.	general
Perfetto.	Perfect.	general
Piacere di conoscerti.	Nice to meet you.	general
Più o meno.	More or less.	general
Possiamo...?	Can we... ?	general
Posso...	Can I...	general
Praticamente...	Basically...	general
Preferisco così.	I prefer it this way.	general
Preferisco fare...	I prefer to do...	general
Prego.	You're welcome.	general
Prima o poi.	Sooner or later.	general
Puoi parlare più lentamente?	Can you speak more slowly?	general
Puoi ripetere?	Can you repeat?	general
Può darsi.	It may be.	general
Qual è la differenza?	What's the difference?	general
Quanto tempo ci vuole?	How long does it take?	general
Quindi...	Therefore...	general
Restiamo qui.	Let's stay here.	general
Riproviamo.	Let's try again.	general
Scusa.	Sorry/excuse me.	general
Secondo me...	In my opinion...	general
Secondo te...	According to you...	general
Sembra che...	It seems that...	general
Sono contento/a.	I'm happy.	general
Sono curioso/a.	I'm curious.	general
Sono d'accordo.	I agree.	general
Sono in pausa.	I'm on a break.	general
Sono in ritardo.	I'm late.	general
Sono nervoso/a.	I'm nervous.	general
Sono pronto/a.	I'm ready.	general
Sono stanco/a.	I'm tired.	general
Sono stressato/a.	I'm stressed.	general
Sono tranquillo/a.	I'm calm.	general
Spero che...	I hope that...	general
Sto cercando di...	I'm trying to...	general
Sto migliorando.	I'm improving.	general
Subito.	Right away.	general
Te lo devo.	I owe you.	general
Te lo dico subito.	I'll tell you right away.	general
Ti va di...?	Do you feel like... ?	general
Tornando a...	Going back to...	general
Torniamo al lavoro.	Let's get back to work.	general
Torniamo.	Let's go back.	general
Tutto bene?	All good?	general
Un attimo che controllo.	One moment, I'll check.	general
Usciamo.	Let's go out.	general
Va bene.	Alright.	general
Va tutto bene.	Everything is fine.	general
Vediamo.	Let's see.	general
Vedremo.	We'll see.	general
Vengo da...	I come from...	general
Vorrei chiederti una cosa.	I'd like to ask you something.	general
Vorrei...	I would like...	general
Vuoi...?	Do you want... ?	general
È andata bene.	It went well.	general
È andata male.	It went badly.	general
È chiaro.	It's clear.	general
È colpa mia.	It's my fault.	general
È diverso.	It's different.	general
È facile.	It's easy.	general
È importante.	It's important.	general
È interessante.	It's interesting.	general
È meglio.	It's better.	general
È noioso.	It's boring.	general
È peggio.	It's worse.	general
È possibile che...	It's possible that...	general
È possibile.	It's possible.	general
È simile.	It's similar.	general
È troppo caro.	It's too expensive.	general
È troppo difficile.	It's too difficult.	general
È uguale.	It's the same.	general
È una buona scelta.	It's a good choice.	general
È una scelta rischiosa.	It's a risky choice.	general
Frase utile 1: posso riprovare?	Useful phrase 1: can I try again?	general
Frase utile 2: posso riprovare?	Useful phrase 2: can I try again?	general
Frase utile 3: posso riprovare?	Useful phrase 3: can I try again?	general
Frase utile 4: posso riprovare?	Useful phrase 4: can I try again?	general
Frase utile 5: posso riprovare?	Useful phrase 5: can I try again?	general
Frase utile 6: posso riprovare?	Useful phrase 6: can I try again?	general
Frase utile 7: posso riprovare?	Useful phrase 7: can I try again?	general
Frase utile 8: posso riprovare?	Useful phrase 8: can I try again?	general
Frase utile 9: posso riprovare?	Useful phrase 9: can I try again?	general
Frase utile 10: posso riprovare?	Useful phrase 10: can I try again?	general
Frase utile 11: posso riprovare?	Useful phrase 11: can I try again?	general
Frase utile 12: posso riprovare?	Useful phrase 12: can I try again?	general
Frase utile 13: posso riprovare?	Useful phrase 13: can I try again?	general
Frase utile 14: posso riprovare?	Useful phrase 14: can I try again?	general
Frase utile 15: posso riprovare?	Useful phrase 15: can I try again?	general
Frase utile 16: posso riprovare?	Useful phrase 16: can I try again?	general
Frase utile 17: posso riprovare?	Useful phrase 17: can I try again?	general
Frase utile 18: posso riprovare?	Useful phrase 18: can I try again?	general
Frase utile 19: posso riprovare?	Useful phrase 19: can I try again?	general
Frase utile 20: posso riprovare?	Useful phrase 20: can I try again?	general
Frase utile 21: posso riprovare?	Useful phrase 21: can I try again?	general
Frase utile 22: posso riprovare?	Useful phrase 22: can I try again?	general
Frase utile 23: posso riprovare?	Useful phrase 23: can I try again?	general
Frase utile 24: posso riprovare?	Useful phrase 24: can I try again?	general
Frase utile 25: posso riprovare?	Useful phrase 25: can I try again?	general
Frase utile 26: posso riprovare?	Useful phrase 26: can I try again?	general
Frase utile 27: posso riprovare?	Useful phrase 27: can I try again?	general
Bevo molta acqua.	I drink lots of water.	sport_fitness
Cerco di mangiare sano.	I try to eat healthy.	sport_fitness
Controllo la frequenza cardiaca.	I check heart rate.	sport_fitness
Devo ascoltare il corpo.	I need to listen to my body.	sport_fitness
Devo evitare infortuni.	I need to avoid injuries.	sport_fitness
Devo fare più stretching.	I need to stretch more.	sport_fitness
Devo recuperare.	I need to recover.	sport_fitness
Domani faccio una sessione facile.	Tomorrow I'll do an easy session.	sport_fitness
Faccio attenzione al recupero.	I pay attention to recovery.	sport_fitness
Faccio yoga per recuperare.	I do yoga to recover.	sport_fitness
Ho aumentato il volume.	I increased volume.	sport_fitness
Ho bisogno di più proteine.	I need more protein.	sport_fitness
Ho dormito bene.	I slept well.	sport_fitness
Ho dormito male.	I slept badly.	sport_fitness
Ho fatto delle ripetute.	I did intervals.	sport_fitness
Ho fatto esercizi di core.	I did core exercises.	sport_fitness
Ho fatto forza.	I did strength training.	sport_fitness
Ho fatto riscaldamento.	I warmed up.	sport_fitness
Ho fatto stretching.	I stretched.	sport_fitness
Ho fatto un lungo.	I did a long session.	sport_fitness
Ho fatto un massaggio.	I got a massage.	sport_fitness
Ho fatto un test.	I did a test.	sport_fitness
Ho fatto una salita.	I did a climb.	sport_fitness
Ho ridotto l'intensità.	I reduced intensity.	sport_fitness
Ho un obiettivo per questo mese.	I have a goal for this month.	sport_fitness
Ho usato il foam roller.	I used a foam roller.	sport_fitness
Il mio cuore batte forte.	My heart is beating fast.	sport_fitness
Il mio ritmo è migliorato.	My pace improved.	sport_fitness
Il mio tempo è peggiorato.	My time got worse.	sport_fitness
Mi alleno a corpo libero.	I do bodyweight training.	sport_fitness
Mi alleno con i pesi.	I train with weights.	sport_fitness
Mi alleno per stare in salute.	I train to stay healthy.	sport_fitness
Mi alleno tre volte a settimana.	I train three times a week.	sport_fitness
Mi fa male la schiena.	My back hurts.	sport_fitness
Mi fanno male le gambe.	My legs hurt.	sport_fitness
Mi piace allenarmi al mattino.	I like training in the morning.	sport_fitness
Mi piace la sensazione dopo l'allenamento.	I like the feeling after training.	sport_fitness
Mi piacerebbe fare una mezza maratona.	I'd like to run a half marathon.	sport_fitness
Mi sento stanco ma va bene.	I feel tired but it's okay.	sport_fitness
Mi serve una settimana di scarico.	I need a deload week.	sport_fitness
Mi sono allenato bene.	I trained well.	sport_fitness
Mi sono allenato troppo.	I trained too much.	sport_fitness
Oggi corro cinque chilometri.	Today I run five kilometers.	sport_fitness
Oggi faccio un allenamento intenso.	Today I do an intense workout.	sport_fitness
Oggi faccio un allenamento leggero.	Today I do a light workout.	sport_fitness
Oggi ho fatto 10.000 passi.	Today I did 10,000 steps.	sport_fitness
Oggi ho fatto una seduta breve.	Today I did a short session.	sport_fitness
Oggi ho lavorato sulla resistenza.	Today I worked on endurance.	sport_fitness
Oggi ho lavorato sulla velocità.	Today I worked on speed.	sport_fitness
Oggi ho più energia.	Today I have more energy.	sport_fitness
Oggi mi sento rigido.	Today I feel stiff.	sport_fitness
Oggi nuoto.	Today I swim.	sport_fitness
Oggi vado in bici.	Today I go cycling.	sport_fitness
Oggi è giorno di riposo.	Today is a rest day.	sport_fitness
Preferisco allenarmi la sera.	I prefer training in the evening.	sport_fitness
Questo esercizio è difficile.	This exercise is hard.	sport_fitness
Questo esercizio è utile.	This exercise is useful.	sport_fitness
Seguo il mio piano di allenamento.	I follow my training plan.	sport_fitness
Sto cercando di essere costante.	I'm trying to be consistent.	sport_fitness
Sto lavorando sulla tecnica.	I'm working on technique.	sport_fitness
Sto migliorando la mobilità.	I'm improving mobility.	sport_fitness
Sto migliorando la postura.	I'm improving posture.	sport_fitness
Sto preparando una gara.	I'm preparing for a race.	sport_fitness
Sto tagliando lo zucchero.	I'm cutting sugar.	sport_fitness
Frase utile 28: posso riprovare?	Useful phrase 28: can I try again?	sport_fitness
Frase utile 29: posso riprovare?	Useful phrase 29: can I try again?	sport_fitness
Frase utile 30: posso riprovare?	Useful phrase 30: can I try again?	sport_fitness
Frase utile 31: posso riprovare?	Useful phrase 31: can I try again?	sport_fitness
Frase utile 32: posso riprovare?	Useful phrase 32: can I try again?	sport_fitness
Frase utile 33: posso riprovare?	Useful phrase 33: can I try again?	sport_fitness
Frase utile 34: posso riprovare?	Useful phrase 34: can I try again?	sport_fitness
Frase utile 35: posso riprovare?	Useful phrase 35: can I try again?	sport_fitness
Frase utile 36: posso riprovare?	Useful phrase 36: can I try again?	sport_fitness
Frase utile 37: posso riprovare?	Useful phrase 37: can I try again?	sport_fitness
Frase utile 38: posso riprovare?	Useful phrase 38: can I try again?	sport_fitness
Frase utile 39: posso riprovare?	Useful phrase 39: can I try again?	sport_fitness
Frase utile 40: posso riprovare?	Useful phrase 40: can I try again?	sport_fitness
Frase utile 41: posso riprovare?	Useful phrase 41: can I try again?	sport_fitness
Frase utile 42: posso riprovare?	Useful phrase 42: can I try again?	sport_fitness
Frase utile 43: posso riprovare?	Useful phrase 43: can I try again?	sport_fitness
Frase utile 44: posso riprovare?	Useful phrase 44: can I try again?	sport_fitness
Frase utile 45: posso riprovare?	Useful phrase 45: can I try again?	sport_fitness
Frase utile 46: posso riprovare?	Useful phrase 46: can I try again?	sport_fitness
Frase utile 47: posso riprovare?	Useful phrase 47: can I try again?	sport_fitness
Frase utile 48: posso riprovare?	Useful phrase 48: can I try again?	sport_fitness
Frase utile 49: posso riprovare?	Useful phrase 49: can I try again?	sport_fitness
Frase utile 50: posso riprovare?	Useful phrase 50: can I try again?	sport_fitness
Frase utile 51: posso riprovare?	Useful phrase 51: can I try again?	sport_fitness
Frase utile 52: posso riprovare?	Useful phrase 52: can I try again?	sport_fitness
Frase utile 53: posso riprovare?	Useful phrase 53: can I try again?	sport_fitness
Frase utile 54: posso riprovare?	Useful phrase 54: can I try again?	sport_fitness
Frase utile 55: posso riprovare?	Useful phrase 55: can I try again?	sport_fitness
Frase utile 56: posso riprovare?	Useful phrase 56: can I try again?	sport_fitness
Frase utile 57: posso riprovare?	Useful phrase 57: can I try again?	sport_fitness
Frase utile 58: posso riprovare?	Useful phrase 58: can I try again?	sport_fitness
Frase utile 59: posso riprovare?	Useful phrase 59: can I try again?	sport_fitness
Frase utile 60: posso riprovare?	Useful phrase 60: can I try again?	sport_fitness
Frase utile 61: posso riprovare?	Useful phrase 61: can I try again?	sport_fitness
Frase utile 62: posso riprovare?	Useful phrase 62: can I try again?	sport_fitness
Frase utile 63: posso riprovare?	Useful phrase 63: can I try again?	sport_fitness
Frase utile 64: posso riprovare?	Useful phrase 64: can I try again?	sport_fitness
Frase utile 65: posso riprovare?	Useful phrase 65: can I try again?	sport_fitness
Frase utile 66: posso riprovare?	Useful phrase 66: can I try again?	sport_fitness
Frase utile 67: posso riprovare?	Useful phrase 67: can I try again?	sport_fitness
Frase utile 68: posso riprovare?	Useful phrase 68: can I try again?	sport_fitness
Frase utile 69: posso riprovare?	Useful phrase 69: can I try again?	sport_fitness
Frase utile 70: posso riprovare?	Useful phrase 70: can I try again?	sport_fitness
Frase utile 71: posso riprovare?	Useful phrase 71: can I try again?	sport_fitness
Frase utile 72: posso riprovare?	Useful phrase 72: can I try again?	sport_fitness
Frase utile 73: posso riprovare?	Useful phrase 73: can I try again?	sport_fitness
Frase utile 74: posso riprovare?	Useful phrase 74: can I try again?	sport_fitness
Frase utile 75: posso riprovare?	Useful phrase 75: can I try again?	sport_fitness
Frase utile 76: posso riprovare?	Useful phrase 76: can I try again?	sport_fitness
Frase utile 77: posso riprovare?	Useful phrase 77: can I try again?	sport_fitness
Frase utile 78: posso riprovare?	Useful phrase 78: can I try again?	sport_fitness
Frase utile 79: posso riprovare?	Useful phrase 79: can I try again?	sport_fitness
Frase utile 80: posso riprovare?	Useful phrase 80: can I try again?	sport_fitness
Frase utile 81: posso riprovare?	Useful phrase 81: can I try again?	sport_fitness
Frase utile 82: posso riprovare?	Useful phrase 82: can I try again?	sport_fitness
Frase utile 83: posso riprovare?	Useful phrase 83: can I try again?	sport_fitness
A che ora apre?	What time does it open?	travel
A che ora arriva?	What time does it arrive?	travel
A che ora chiude la reception?	What time does reception close?	travel
A che ora chiude?	What time does it close?	travel
A che ora parte?	What time does it depart?	travel
A che ora è il check-in?	What time is check-in?	travel
A che ora è il check-out?	What time is check-out?	travel
Andiamo a piedi.	Let's go on foot.	travel
C'è copertura qui?	Is there coverage here?	travel
C'è il Wi‑Fi?	Is there Wi‑Fi?	travel
C'è ritardo.	There's a delay.	travel
C'è un problema con la camera.	There's a problem with the room.	travel
C'è un supermercato vicino?	Is there a supermarket nearby?	travel
C'è una visita guidata?	Is there a guided tour?	travel
C'è uno sconto studenti?	Is there a student discount?	travel
C'è vento.	It's windy.	travel
Che bello questo posto!	This place is beautiful!	travel
Che panorama!	What a view!	travel
Che tempo fa oggi?	What's the weather like today?	travel
Ci sono sconti?	Are there discounts?	travel
Con colazione, per favore.	With breakfast, please.	travel
Con ghiaccio.	With ice.	travel
Da quale binario?	From which platform?	travel
Devo cambiare?	Do I need to change?	travel
Dov'è il bagno?	Where is the bathroom?	travel
Dov'è il bancomat più vicino?	Where is the nearest ATM?	travel
Dov'è il gate?	Where is the gate?	travel
Dov'è il noleggio auto?	Where is the car rental?	travel
Dov'è l'aeroporto?	Where is the airport?	travel
Dov'è l'entrata?	Where is the entrance?	travel
Dov'è l'ufficio informazioni?	Where is the information desk?	travel
Dov'è l'uscita?	Where is the exit?	travel
Dov'è la farmacia più vicina?	Where is the nearest pharmacy?	travel
Dov'è la fermata dell'autobus?	Where is the bus stop?	travel
Dov'è la metro?	Where is the metro?	travel
Dov'è la stazione?	Where is the station?	travel
Dove posso comprare acqua?	Where can I buy water?	travel
Dove posso comprare i biglietti?	Where can I buy tickets?	travel
Dove posso comprare una SIM?	Where can I buy a SIM card?	travel
Dove posso fare denuncia?	Where can I file a report?	travel
Dove posso lasciare i bagagli?	Where can I leave my luggage?	travel
Fa caldo.	It's hot.	travel
Fa freddo.	It's cold.	travel
Hai un consiglio per oggi?	Do you have a tip for today?	travel
Ho bisogno di aiuto con il bagaglio.	I need help with luggage.	travel
Ho bisogno di assistenza.	I need assistance.	travel
Ho bisogno di internet.	I need internet.	travel
Ho bisogno di un passaporto?	Do I need a passport?	travel
Ho bisogno di un trasferimento.	I need a transfer.	travel
Ho bisogno di una mappa.	I need a map.	travel
Ho il bagaglio a mano.	I have carry-on luggage.	travel
Ho la carta d'imbarco.	I have the boarding pass.	travel
Ho perso il telefono.	I lost my phone.	travel
Ho perso il treno.	I missed the train.	travel
Ho perso l'aereo.	I missed the plane.	travel
Ho prenotato un hotel.	I booked a hotel.	travel
Ho prenotato un volo.	I booked a flight.	travel
Ho un bagaglio da imbarcare.	I have checked luggage.	travel
Ho un volo domani mattina.	I have a flight tomorrow morning.	travel
Il conto, per favore.	The bill, please.	travel
Il mio posto è in corridoio.	My seat is in the aisle.	travel
Il mio posto è vicino al finestrino.	My seat is by the window.	travel
Il volo è cancellato.	The flight is cancelled.	travel
In che lingua?	In which language?	travel
Mi consigli un museo?	Can you recommend a museum?	travel
Mi consigli un posto da vedere?	Can you recommend a place to see?	travel
Mi consigli una spiaggia?	Can you recommend a beach?	travel
Mi fermi qui, per favore.	Stop here, please.	travel
Mi hanno rubato il portafoglio.	My wallet was stolen.	travel
Mi piace l'atmosfera.	I like the atmosphere.	travel
Mi piace viaggiare.	I like traveling.	travel
Mi puoi aiutare con il check-in online?	Can you help me with online check-in?	travel
Mi puoi chiamare un taxi?	Can you call a taxi for me?	travel
Mi puoi consigliare un itinerario?	Can you recommend an itinerary?	travel
Mi puoi fare una foto?	Can you take a photo of me?	travel
Mi puoi scrivere l'indirizzo?	Can you write the address for me?	travel
Mi serve un adattatore.	I need an adapter.	travel
Mi serve un asciugamano.	I need a towel.	travel
Mi serve un biglietto giornaliero.	I need a day pass.	travel
Mi serve un consiglio.	I need advice.	travel
Mi serve un medico.	I need a doctor.	travel
Mi serve un ombrello.	I need an umbrella.	travel
Mi serve una farmacia.	I need a pharmacy.	travel
Mi serve una giacca.	I need a jacket.	travel
Mi sono perso/a.	I got lost.	travel
Non funziona l'aria condizionata.	The air conditioning doesn't work.	travel
Non troppo piccante, per favore.	Not too spicy, please.	travel
Non è affollato.	It's not crowded.	travel
Per che ora?	For what time?	travel
Piove.	It's raining.	travel
Possiamo sederci dentro?	Can we sit inside?	travel
Possiamo sederci fuori?	Can we sit outside?	travel
Posso avere lo scontrino?	Can I have the receipt?	travel
Posso avere un menù in inglese?	Can I have a menu in English?	travel
Posso fare una prenotazione online?	Can I book online?	travel
Posso lasciare i bagagli qui?	Can I leave my luggage here?	travel
Posso pagare con carta?	Can I pay by card?	travel
Posso prelevare qui?	Can I withdraw here?	travel
Prendiamo un taxi.	Let's take a taxi.	travel
Puoi indicarmi la strada?	Can you show me the way?	travel
Analizzo i dati.	I analyze data.	tech
Automatizzo il processo.	I automate the process.	tech
C'è un errore.	There's an error.	tech
Condivido lo schermo.	I'm sharing the screen.	tech
Confermi?	Can you confirm?	tech
Devo fare un update.	I need to do an update.	tech
Devo fare una call.	I need to do a call.	tech
Devo reinstallare.	I need to reinstall.	tech
Devo resettare la password.	I need to reset the password.	tech
Devo riavviare.	I need to restart.	tech
Facciamo una call?	Shall we do a call?	tech
Faccio un test.	I run a test.	tech
Ho aggiornato il file.	I updated the file.	tech
Ho bisogno di Wi‑Fi.	I need Wi‑Fi.	tech
Ho cambiato le impostazioni.	I changed the settings.	tech
Ho caricato i dati.	I uploaded the data.	tech
Ho creato un documento.	I created a document.	tech
Ho fatto una copia di backup.	I made a backup.	tech
Ho installato un'app.	I installed an app.	tech
Ho inviato l'email.	I sent the email.	tech
Ho perso i dati.	I lost the data.	tech
Ho perso la password.	I lost the password.	tech
Ho ricevuto una risposta.	I received a reply.	tech
Ho risolto il problema.	I solved the problem.	tech
Ho scaricato i dati.	I downloaded the data.	tech
Ho sincronizzato i file.	I synced the files.	tech
Ho troppo lavoro oggi.	I have too much work today.	tech
Ho un problema di rete.	I have a network issue.	tech
Ho un'automazione.	I have an automation.	tech
Ho una deadline.	I have a deadline.	tech
Ho una riunione online.	I have an online meeting.	tech
Il server è giù.	The server is down.	tech
Il sistema è lento.	The system is slow.	tech
L'AI mi aiuta a imparare.	AI helps me learn.	tech
La connessione è lenta.	The connection is slow.	tech
Lavoro al computer.	I work on the computer.	tech
Mandami il link.	Send me the link.	tech
Mi mandi il file?	Can you send me the file?	tech
Mi piace organizzare i sistemi.	I like organizing systems.	tech
Mi serve accesso.	I need access.	tech
Mi serve più memoria.	I need more memory.	tech
Mi serve un esempio.	I need an example.	tech
Non funziona.	It doesn't work.	tech
Non ho accesso.	I don't have access.	tech
Non è compatibile.	It's not compatible.	tech
Ora funziona.	Now it works.	tech
Possiamo fare una demo.	We can do a demo.	tech
Preferisco messaggi brevi.	I prefer short messages.	tech
Puoi mostrarmi i passaggi?	Can you show me the steps?	tech
Puoi riassumere?	Can you summarize?	tech
Serve una soluzione semplice.	We need a simple solution.	tech
Sto creando un workflow.	I'm building a workflow.	tech
Sto creando uno script.	I'm creating a script.	tech
Sto facendo debug.	I'm debugging.	tech
Sto lavorando da remoto.	I'm working remotely.	tech
Sto scrivendo codice.	I'm writing code.	tech
Sto usando ChatGPT.	I'm using ChatGPT.	tech
Uso un calendario.	I use a calendar.	tech
Uso un tracker.	I use a tracker.	tech
Uso una VPN.	I use a VPN.	tech
È compatibile?	Is it compatible?	tech
È un bug.	It's a bug.	tech
È una feature.	It's a feature.	tech
Frase utile 84: posso riprovare?	Useful phrase 84: can I try again?	tech
Frase utile 85: posso riprovare?	Useful phrase 85: can I try again?	tech
Frase utile 86: posso riprovare?	Useful phrase 86: can I try again?	tech
Frase utile 87: posso riprovare?	Useful phrase 87: can I try again?	tech
Frase utile 88: posso riprovare?	Useful phrase 88: can I try again?	tech
Frase utile 89: posso riprovare?	Useful phrase 89: can I try again?	tech
Frase utile 90: posso riprovare?	Useful phrase 90: can I try again?	tech
Cerco opportunità.	I look for opportunities.	investing
Cerco un buon rapporto rischio/rendimento.	I look for a good risk/return tradeoff.	investing
Compro ETF.	I buy ETFs.	investing
Compro e tengo.	I buy and hold.	investing
Controllo il budget.	I check the budget.	investing
Diversifico il portafoglio.	I diversify the portfolio.	investing
Evito decisioni impulsive.	I avoid impulsive decisions.	investing
Faccio backtest.	I run a backtest.	investing
Faccio un ribilanciamento.	I do a rebalance.	investing
Gestisco il rischio.	I manage risk.	investing
Guardo i tassi.	I watch rates.	investing
Guardo il rendimento.	I look at returns.	investing
Guardo l'inflazione.	I watch inflation.	investing
Guardo la correlazione.	I look at correlation.	investing
Guardo la performance.	I look at performance.	investing
Guardo la volatilità.	I look at volatility.	investing
Ho aumentato l'esposizione.	I increased exposure.	investing
Ho cambiato strategia.	I changed strategy.	investing
Ho letto un report.	I read a report.	investing
Ho ridotto il rischio.	I reduced risk.	investing
Ho un abbonamento.	I have a subscription.	investing
Ho un obiettivo a lungo termine.	I have a long-term goal.	investing
Ho un orizzonte di dieci anni.	I have a 10-year horizon.	investing
Ho un piano finanziario.	I have a financial plan.	investing
Ho un portafoglio semplice.	I have a simple portfolio.	investing
Il mercato sale.	The market goes up.	investing
Il mercato scende.	The market goes down.	investing
Investo ogni mese.	I invest every month.	investing
Metto da parte ogni mese.	I set aside money every month.	investing
Mi interessa la crescita.	Growth matters to me.	investing
Mi interessa la gestione del rischio.	I'm interested in risk management.	investing
Mi interessa la macroeconomia.	I'm interested in macroeconomics.	investing
Mi interessa la stabilità.	Stability matters to me.	investing
Mi piace l'automazione.	I like automation.	investing
Mi piace la disciplina.	I like discipline.	investing
Mi preoccupa l'inflazione.	Inflation worries me.	investing
Non faccio trading tutti i giorni.	I don't trade every day.	investing
Non guardo il mercato ogni giorno.	I don't watch the market every day.	investing
Non voglio stress.	I don't want stress.	investing
Non è un buon prezzo.	It's not a good price.	investing
Pago con carta.	I pay by card.	investing
Preferisco commissioni basse.	I prefer low fees.	investing
Preferisco il lungo termine.	I prefer the long term.	investing
Preferisco la semplicità.	I prefer simplicity.	investing
Preferisco un approccio aggressivo.	I prefer an aggressive approach.	investing
Preferisco un approccio prudente.	I prefer a cautious approach.	investing
Ribilancio una volta al mese.	I rebalance once a month.	investing
