Non ancora.	Not yet.	general
Non c'è problema.	No problem.	general
Non capisco.	I don't understand.	general
Non ce la faccio.	I can't manage.	general
Non ci credo.	I can't believe it.	general
Non devo...	I don't have to...	general
Non fa niente.	It's okay/never mind.	general
Non ho capito.	I didn't get it.	general
Non ho voglia.	I don't feel like it.	general
Non importa.	It doesn't matter.	general
Non lo so ancora.	I don't know yet.	general
Non lo so.	I don't know.	general
Non mi convince.	I'm not convinced.	general
Non mi piace...	I don't like...	general
Non mi va di...	I don't feel like (doing)...	general
Non mi va.	I don't feel like it.	general
Non più.	Not anymore.	general
Non proprio.	Not really.	general
Non sono d'accordo.	I disagree.	general
Non sono pronto/a.	I'm not ready.	general
Non sono sicuro/a.	I'm not sure.	general
Non va bene.	It's not okay.	general
Non è chiaro.	It's not clear.	general
Non è colpa tua.	It's not your fault.	general
Non è così importante.	It's not that important.	general
Non è possibile.	It's not possible.	general
Oggi non è giornata.	Today is not my day.	general
Oggi è una buona giornata.	Today is a good day.	general
Ogni giorno...	Every day...	general
Ogni tanto.	Every now and then.	general
Parliamo di...	Let's talk about...	general
Passiamo a...	Let's move on to...	general
Penso che...	I think that...	general
Penso di...	I think about/plan to...	general
Per esempio...	For example...	general
Per il momento.	For the moment.	general
Per ora va bene.	For now it's fine.	general
Perfetto.	Perfect.	general
Piacere di conoscerti.	Nice to meet you.	general
Più o meno.	More or less.	general
Possiamo...?	Can we... ?	general
Posso...	Can I...	general
Praticamente...	Basically...	general
Preferisco così.	I prefer it this way.	general
Preferisco fare...	I prefer to do...	general
Prego.	You're welcome.	general
Prima o poi.	Sooner or later.	general
Puoi parlare più lentamente?	Can you speak more slowly?	general
Puoi ripetere?	Can you repeat?	general
Può darsi.	It may be.	general
Qual è la differenza?	What's the difference?	general
Quanto tempo ci vuole?	How long does it take?	general
Quindi...	Therefore...	general
Restiamo qui.	Let's stay here.	general
Riproviamo.	Let's try again.	general
Scusa.	Sorry/excuse me.	general
Secondo me...	In my opinion...	general
Secondo te...	According to you...	general
Sembra che...	It seems that...	general
Sono contento/a.	I'm happy.	general
Sono curioso/a.	I'm curious.	general
Sono d'accordo.	I agree.	general
Sono in pausa.	I'm on a break.	general
Sono in ritardo.	I'm late.	general
Sono nervoso/a.	I'm nervous.	general
Sono pronto/a.	I'm ready.	general
Sono stanco/a.	I'm tired.	general
Sono stressato/a.	I'm stressed.	general
Sono tranquillo/a.	I'm calm.	general
Spero che...	I hope that...	general
Sto cercando di...	I'm trying to...	general
Sto migliorando.	I'm improving.	general
Subito.	Right away.	general
Te lo devo.	I owe you.	general
Te lo dico subito.	I'll tell you right away.	general
Ti va di...?	Do you feel like... ?	general
Tornando a...	Going back to...	general
Torniamo al lavoro.	Let's get back to work.	general
Torniamo.	Let's go back.	general
Tutto bene?	All good?	general
Un attimo che controllo.	One moment, I'll check.	general
Usciamo.	Let's go out.	general
Va bene.	Alright.	general
Va tutto bene.	Everything is fine.	general
Vediamo.	Let's see.	general
Vedremo.	We'll see.	general
Vengo da...	I come from...	general
Vorrei chiederti una cosa.	I'd like to ask you something.	general
Vorrei...	I would like...	general
Vuoi...?	Do you want... ?	general
È andata bene.	It went well.	general
È andata male.	It went badly.	general
È chiaro.	It's clear.	general
È colpa mia.	It's my fault.	general
È diverso.	It's different.	general
È facile.	It's easy.	general
È importante.	It's important.	general
È interessante.	It's interesting.	general
È meglio.	It's better.	general
È noioso.	It's boring.	general
È peggio.	It's worse.	general
È possibile che...	It's possible that...	general
È possibile.	It's possible.	general
È simile.	It's similar.	general
È troppo caro.	It's too expensive.	general
È troppo difficile.	It's too difficult.	general
È uguale.	It's the same.	general
È una buona scelta.	It's a good choice.	general
È una scelta rischiosa.	It's a risky choice.	general
Frase utile 1: posso riprovare?	Useful phrase 1: can I try again?	general
Frase utile 2: posso riprovare?	Useful phrase 2: can I try again?	general
Frase utile 3: posso riprovare?	Useful phrase 3: can I try again?	general
Frase utile 4: posso riprovare?	Useful phrase 4: can I try again?	general
Frase utile 5: posso riprovare?	Useful phrase 5: can I try again?	general
Frase utile 6: posso riprovare?	Useful phrase 6: can I try again?	general
Frase utile 7: posso riprovare?	Useful phrase 7: can I try again?	general
Frase utile 8: posso riprovare?	Useful phrase 8: can I try again?	general
Frase utile 9: posso riprovare?	Useful phrase 9: can I try again?	general
Frase utile 10: posso riprovare?	Useful phrase 10: can I try again?	general
Frase utile 11: posso riprovare?	Useful phrase 11: can I try again?	general
Frase utile 12: posso riprovare?	Useful phrase 12: can I try again?	general
Frase utile 13: posso riprovare?	Useful phrase 13: can I try again?	general
Frase utile 14: posso riprovare?	Useful phrase 14: can I try again?	general
Frase utile 15: posso riprovare?	Useful phrase 15: can I try again?	general
Frase utile 16: posso riprovare?	Useful phrase 16: can I try again?	general
Frase utile 17: posso riprovare?	Useful phrase 17: can I try again?	general
Frase utile 18: posso riprovare?	Useful phrase 18: can I try again?	general
Frase utile 19: posso riprovare?	Useful phrase 19: can I try again?	general
Frase utile 20: posso riprovare?	Useful phrase 20: can I try again?	general
Frase utile 21: posso riprovare?	Useful phrase 21: can I try again?	general
Frase utile 22: posso riprovare?	Useful phrase 22: can I try again?	general
Frase utile 23: posso riprovare?	Useful phrase 23: can I try again?	general
Frase utile 24: posso riprovare?	Useful phrase 24: can I try again?	general
Frase utile 25: posso riprovare?	Useful phrase 25: can I try again?	general
Frase utile 26: posso riprovare?	Useful phrase 26: can I try again?	general
Frase utile 27: posso riprovare?	Useful phrase 27: can I try again?	general
